parola,categoria,prefisso_numerico,info_grammaticale,pos,gender,info_verbali
sprecare,alto_uso,,v.tr.,verbo,,v.tr.
spreco,alta_disponibilita,,s.m.,sostantivo,maschile,
spremere,alta_disponibilita,,v.tr.,verbo,,v.tr.
spremuta,alto_uso,,s.f.,sostantivo,femminile,
sprofondare,alto_uso,,v.intr. e tr.,verbo,,v.intr. e tr.
sproposito,alta_disponibilita,,s.m.,sostantivo,maschile,
spruzzare,alta_disponibilita,,v.tr.,verbo,,v.tr.
spuma,alta_disponibilita,,s.f.,sostantivo,femminile,
spumante,alta_disponibilita,,"p.pres., agg., s.m.",verbo; participio presente; aggettivo; sostantivo,maschile,p.pres.
spuntare,alto_uso,1,v.tr. e intr.,verbo,,v.tr. e intr.
spuntino,alta_disponibilita,,s.m.,sostantivo,maschile,
spunto,alto_uso,1,s.m.,sostantivo,maschile,
sputare,alto_uso,,v.intr. e tr.,verbo,,v.intr. e tr.
sputo,alta_disponibilita,,s.m.,sostantivo,maschile,
squadra,fondamentale,1,s.f.,sostantivo,femminile,
squallido,alta_disponibilita,,agg.,aggettivo,,
squalo,alta_disponibilita,,s.m.,sostantivo,maschile,
squarcio,alta_disponibilita,,s.m.,sostantivo,maschile,
squillare,alto_uso,,v.intr. e tr.,verbo,,v.intr. e tr.
squisito,alta_disponibilita,,agg.,aggettivo,,
stabile,alto_uso,,"agg., s.m., s.f.",aggettivo; sostantivo,maschile; femminile,
stabilire,fondamentale,,v.tr.,verbo,,v.tr.
stabilità,alto_uso,,s.f.inv.,sostantivo,femminile; invariabile,
staccare,fondamentale,,v.tr. e intr.,verbo,,v.tr. e intr.
stacco,alta_disponibilita,1,s.m.,sostantivo,maschile,
stadio,alto_uso,,s.m.,sostantivo,maschile,
staffa,alta_disponibilita,,s.f.,sostantivo,femminile,
stagione,fondamentale,,s.f.,sostantivo,femminile,
stagno,alta_disponibilita,1,s.m.,sostantivo,maschile,
stalla,alto_uso,,s.f.,sostantivo,femminile,
stallone,alta_disponibilita,,s.m.,sostantivo,maschile,
stamattina,alto_uso,,avv.,avverbio,,
stampa,fondamentale,,s.f.,sostantivo,femminile,
stampare,alto_uso,,v.tr.,verbo,,v.tr.
stampatello,alta_disponibilita,,s.m.,sostantivo,maschile,
stampato,alto_uso,,"p.pass., agg., s.m.",verbo; participio passato; aggettivo; sostantivo,maschile,p.pass.
stampella,alta_disponibilita,,s.f.,sostantivo,femminile,
stampo,alta_disponibilita,,s.m.,sostantivo,maschile,
stancare,alto_uso,,"v.tr., v.intr.",verbo,,v.tr.; v.intr.
stanchezza,alto_uso,,s.f.,sostantivo,femminile,
stanco,fondamentale,,agg.,aggettivo,,
standard,alto_uso,,"s.m.inv., agg.inv.",sostantivo; aggettivo,maschile; invariabile,
stanga,alta_disponibilita,,s.f.,sostantivo,femminile,
stanotte,alto_uso,,avv.,avverbio,,
stanza,fondamentale,1,s.f.,sostantivo,femminile,
star,alto_uso,,s.f.inv.,sostantivo,femminile; invariabile,
stare,fondamentale,,v.intr.,verbo,,v.intr.
stasera,fondamentale,,avv.,avverbio,,
statale,alto_uso,,"agg., s.m. e f.",aggettivo; sostantivo,maschile e femminile,
statistica,alto_uso,1,s.f.,sostantivo,femminile,
statistico,alto_uso,,"agg., s.m.",aggettivo; sostantivo,maschile,
stato,fondamentale,1,s.m.,sostantivo,maschile,
stato,fondamentale,2,s.m.,sostantivo,maschile,
statua,alto_uso,,s.f.,sostantivo,femminile,
statunitense,alto_uso,,"agg., s.m. e f.",aggettivo; sostantivo,maschile e femminile,
status,alto_uso,1,"s.m.inv., lat.",sostantivo; latinismo,maschile; invariabile,
stavolta,alto_uso,,avv.,avverbio,,
stazione,fondamentale,,s.f.,sostantivo,femminile,
stella,fondamentale,1,s.f.,sostantivo,femminile,
stellare,alto_uso,1,agg.,aggettivo,,
stendere,alto_uso,1,v.tr.,verbo,,v.tr.
stendibiancheria,alta_disponibilita,,s.m.inv.,sostantivo,maschile; invariabile,
stereo,alta_disponibilita,1,"agg.inv., s.m.inv.",aggettivo; sostantivo,maschile; invariabile,
sterlina,alto_uso,,s.f.,sostantivo,femminile,
sterzare,alta_disponibilita,1,v.intr.,verbo,,v.intr.
sterzo,alta_disponibilita,1,s.m.,sostantivo,maschile,
stesso,fondamentale,,"agg.dimostr., pron.dimostr.m.",aggettivo dimostrativo; aggettivo; pronome,maschile,
stile,fondamentale,,s.m.,sostantivo,maschile,
stima,alto_uso,,s.f.,sostantivo,femminile,
stimare,alto_uso,,v.tr.,verbo,,v.tr.
stimolare,alto_uso,,v.tr.,verbo,,v.tr.
stimolo,alto_uso,,s.m.,sostantivo,maschile,
stinco,alta_disponibilita,,s.m.,sostantivo,maschile,
stipendiare,alta_disponibilita,,v.tr.,verbo,,v.tr.
stipendio,fondamentale,,s.m.,sostantivo,maschile,
stirare,alto_uso,,v.tr.,verbo,,v.tr.
stivaletto,alta_disponibilita,,s.m.,sostantivo,maschile,
stoffa,alto_uso,,s.f.,sostantivo,femminile,
stomaco,alto_uso,,s.m.,sostantivo,maschile,
stonare,alta_disponibilita,1,v.tr. e intr.,verbo,,v.tr. e intr.
stop,alta_disponibilita,1,"loc. di comando, s.m.inv.",locuzione; sostantivo,maschile; invariabile,
stoppa,alta_disponibilita,,s.f.,sostantivo,femminile,
storcere,alta_disponibilita,,v.tr.,verbo,,v.tr.
storia,fondamentale,,s.f.,sostantivo,femminile,
storico,fondamentale,,"agg., s.m.",aggettivo; sostantivo,maschile,
stornello,alta_disponibilita,1,s.m.,sostantivo,maschile,
storta,alta_disponibilita,,s.f.,sostantivo,femminile,
storto,alto_uso,,"p.pass., agg., avv., s.m.",verbo; participio passato; aggettivo; avverbio; sostantivo,maschile,p.pass.
stoviglia,alta_disponibilita,,s.f.,sostantivo,femminile,
stracchino,alta_disponibilita,,s.m.,sostantivo,maschile,
straccio,alto_uso,1,s.m.,sostantivo,maschile,
strada,fondamentale,,s.f.,sostantivo,femminile,
stradale,alto_uso,,"agg., s.m. e f.",aggettivo; sostantivo,maschile e femminile,
strage,alto_uso,,s.f.,sostantivo,femminile,
strangolare,alta_disponibilita,,v.tr.,verbo,,v.tr.
straniero,fondamentale,,"agg., s.m.",aggettivo; sostantivo,maschile,
strano,fondamentale,,agg.,aggettivo,,
straordinario,fondamentale,,"agg., s.m.",aggettivo; sostantivo,maschile,
strappare,alto_uso,,"v.tr., v.intr.",verbo,,v.tr.; v.intr.
strategia,fondamentale,,s.f.,sostantivo,femminile,
strategico,alto_uso,,agg.,aggettivo,,
strato,alto_uso,,s.m.,sostantivo,maschile,
strega,fondamentale,,s.f.,sostantivo,femminile,
stregare,alto_uso,,v.tr.,verbo,,v.tr.
stregone,alto_uso,,s.m.,sostantivo,maschile,
stress,alto_uso,,s.m.inv.,sostantivo,maschile; invariabile,
stretta,alto_uso,,s.f.,sostantivo,femminile,
strettamente,alto_uso,,avv.,avverbio,,
stretto,fondamentale,,"p.pass., agg., s.m.",verbo; participio passato; aggettivo; sostantivo,maschile,p.pass.
strillare,alto_uso,,v.intr. e tr.,verbo,,v.intr. e tr.
strillo,alta_disponibilita,,s.m.,sostantivo,maschile,
stringa,alta_disponibilita,,s.f.,sostantivo,femminile,
stringere,fondamentale,,v.tr. e intr.,verbo,,v.tr. e intr.
striscia,alto_uso,,s.f.,sostantivo,femminile,
strisciare,alto_uso,,v.intr. e tr.,verbo,,v.intr. e tr.
strofinaccio,alta_disponibilita,,s.m.,sostantivo,maschile,
stronzata,alto_uso,,s.f.,sostantivo,femminile,
stronzo,fondamentale,,"s.m., agg.",sostantivo; aggettivo,maschile,
strumento,fondamentale,,s.m.,sostantivo,maschile,
strutto,alta_disponibilita,,"p.pass., agg., s.m.",verbo; participio passato; aggettivo; sostantivo,maschile,p.pass.
struttura,fondamentale,,s.f.,sostantivo,femminile,
strutturale,alto_uso,,agg.,aggettivo,,
struzzo,alta_disponibilita,,s.m.,sostantivo,maschile,
studente,fondamentale,,s.m.,sostantivo,maschile,
studiare,fondamentale,,v.tr.,verbo,,v.tr.
studio,fondamentale,,s.m.,sostantivo,maschile,
studioso,alto_uso,,"agg., s.m.",aggettivo; sostantivo,maschile,
stufa,alta_disponibilita,,s.f.,sostantivo,femminile,
stuoia,alta_disponibilita,,s.f.,sostantivo,femminile,
stupefacente,alto_uso,,"p.pres., agg., s.m.",verbo; participio presente; aggettivo; sostantivo,maschile,p.pres.
stupendo,alto_uso,,agg.,aggettivo,,
stupido,fondamentale,,"agg., s.m.",aggettivo; sostantivo,maschile,
stupire,alto_uso,,v.tr. e intr.,verbo,,v.tr. e intr.
stupito,alto_uso,,"p.pass., agg.",verbo; participio passato; aggettivo,,p.pass.
stupore,alto_uso,,s.m.,sostantivo,maschile,
stuzzicadenti,alta_disponibilita,,s.m.inv.,sostantivo,maschile; invariabile,
stuzzicare,alta_disponibilita,,v.tr.,verbo,,v.tr.
style,alto_uso,,s.m.,sostantivo,maschile,
su,fondamentale,,"prep., avv., inter., s.m.inv.",preposizione; avverbio; interiezione; sostantivo,maschile; invariabile,
subire,fondamentale,,v.tr.,verbo,,v.tr.
subito,fondamentale,1,avv.,avverbio,,
succedere,fondamentale,,v.intr.,verbo,,v.intr.
successione,alto_uso,,s.f.,sostantivo,femminile,
successivamente,alto_uso,,avv.,avverbio,,
successivo,fondamentale,,agg.,aggettivo,,
successo,fondamentale,1,s.m.,sostantivo,maschile,
succhiare,alto_uso,,v.tr.,verbo,,v.tr.
succo,alto_uso,,s.m.,sostantivo,maschile,
sud,fondamentale,,"s.m.inv., agg.inv.",sostantivo; aggettivo,maschile; invariabile,
sudamericano,alta_disponibilita,,"agg., s.m.",aggettivo; sostantivo,maschile,
sudare,alto_uso,,v.intr. e tr.,verbo,,v.intr. e tr.
sudato,alta_disponibilita,,"p.pass., agg.",verbo; participio passato; aggettivo,,p.pass.
suddito,alto_uso,,"s.m., agg.",sostantivo; aggettivo,maschile,
suddividere,alto_uso,,v.tr.,verbo,,v.tr.
sudicio,alta_disponibilita,,"agg., s.m.",aggettivo; sostantivo,maschile,
sudore,alto_uso,,s.m.,sostantivo,maschile,
sudtirolese,alta_disponibilita,,"agg., s.m. e f.",aggettivo; sostantivo,maschile e femminile,
sufficiente,fondamentale,,agg.,aggettivo,,
suggerimento,alto_uso,,s.m.,sostantivo,maschile,
suggerire,fondamentale,,v.tr.,verbo,,v.tr.
suggestivo,alto_uso,,agg.,aggettivo,,
sughero,alta_disponibilita,,s.m.,sostantivo,maschile,
sugo,alto_uso,,s.m.,sostantivo,maschile,
suicidio,alto_uso,,s.m.,sostantivo,maschile,
suino,alta_disponibilita,,"s.m., agg.",sostantivo; aggettivo,maschile,
suo,fondamentale,,"agg.poss. di terza pers.sing., pron.poss. di terza pers.sing.",aggettivo possessivo; aggettivo; sostantivo; pronome,singolare,
suocera,alta_disponibilita,,s.f.,sostantivo,femminile,
suocero,alta_disponibilita,,s.m.,sostantivo,maschile,
suola,alta_disponibilita,,s.f.,sostantivo,femminile,
suolo,alto_uso,,s.m.,sostantivo,maschile,
suonare,fondamentale,,v.tr. e intr.,verbo,,v.tr. e intr.
suono,fondamentale,,s.m.,sostantivo,maschile,
suora,fondamentale,,s.f.,sostantivo,femminile,
super,alto_uso,1,"agg.inv., s.m. e f.inv.",aggettivo; sostantivo,maschile e femminile; invariabile,
superare,fondamentale,,v.tr.,verbo,,v.tr.
superbia,alta_disponibilita,,s.f.,sostantivo,femminile,
superficiale,alto_uso,,agg.,aggettivo,,
superficie,fondamentale,,s.f.,sostantivo,femminile,
superiore,fondamentale,,"agg., s.m.",aggettivo; sostantivo,maschile,
supermercato,alto_uso,,s.m.,sostantivo,maschile,
supporre,alto_uso,,v.tr.,verbo,,v.tr.
supportare,alto_uso,,v.tr.,verbo,,v.tr.
supporto,alto_uso,,s.m.,sostantivo,maschile,
supremo,alto_uso,,agg.,aggettivo,,
surgelato,alta_disponibilita,,"p.pass., agg., s.m.",verbo; participio passato; aggettivo; sostantivo,maschile,p.pass.
suscitare,alto_uso,,v.tr. e intr.,verbo,,v.tr. e intr.
susina,alta_disponibilita,,s.f.,sostantivo,femminile,
susino,alta_disponibilita,,s.m.,sostantivo,maschile,
susseguirsi,alta_disponibilita,,v.pronom.intr.,verbo,maschile,v.pronom.intr.
sussurrare,alto_uso,,v.tr. e intr.,verbo,,v.tr. e intr.
svanire,alto_uso,,v.intr.,verbo,,v.intr.
svedese,alta_disponibilita,,"agg., s.m. e f.",aggettivo; sostantivo,maschile e femminile,
sveglia,alta_disponibilita,,s.f.,sostantivo,femminile,
svegliare,fondamentale,,v.tr.,verbo,,v.tr.
svegliarsi,alta_disponibilita,,v.pronom.intr.,verbo,maschile,v.pronom.intr.
sveglio,alto_uso,,"p.pass., agg.",verbo; participio passato; aggettivo,,p.pass.
svelare,alto_uso,,v.tr.,verbo,,v.tr.
svelto,alta_disponibilita,1,agg.,aggettivo,,
svenire,alto_uso,,v.intr.,verbo,,v.intr.
sventola,alta_disponibilita,,s.f.,sostantivo,femminile,
sviluppare,fondamentale,,"v.tr., v.intr.",verbo,,v.tr.; v.intr.
sviluppato,alto_uso,,"p.pass., agg.",verbo; participio passato; aggettivo,,p.pass.
sviluppo,fondamentale,,s.m.,sostantivo,maschile,
svizzero,alto_uso,,"agg., s.m.",aggettivo; sostantivo,maschile,
svolazzare,alta_disponibilita,,v.intr. e tr.,verbo,,v.intr. e tr.
svolgere,fondamentale,,v.tr.,verbo,,v.tr.
svolgimento,alta_disponibilita,,s.m.,sostantivo,maschile,
svolta,alto_uso,,s.f.,sostantivo,femminile,
svuotare,alto_uso,,v.tr.,verbo,,v.tr.
tabaccaio,alta_disponibilita,,s.m.,sostantivo,maschile,
tabella,alto_uso,,s.f.,sostantivo,femminile,
tacca,alta_disponibilita,,s.f.,sostantivo,femminile,
tacchino,alta_disponibilita,,s.m.,sostantivo,maschile,
tacco,alto_uso,,s.m.,sostantivo,maschile,
tacere,fondamentale,,"v.intr. e tr., s.m.",verbo; sostantivo,maschile,v.intr. e tr.
tag,alto_uso,1,"s.m.inv., s.f.inv.",sostantivo,maschile; femminile; invariabile,
taglia,alto_uso,1,s.f.,sostantivo,femminile,
tagliare,fondamentale,,v.tr. e intr.,verbo,,v.tr. e intr.
tagliatella,alta_disponibilita,,s.f.,sostantivo,femminile,
tagliato,alto_uso,,"p.pass., agg.",verbo; participio passato; aggettivo,,p.pass.
tagliere,alta_disponibilita,,s.m.,sostantivo,maschile,
taglio,fondamentale,,s.m.,sostantivo,maschile,
tagliola,alta_disponibilita,1,s.f.,sostantivo,femminile,
talco,alta_disponibilita,,s.m.,sostantivo,maschile,
tale,fondamentale,,"agg.dimostr., agg.indef., pron.dimostr., pron.indef., avv.",aggettivo dimostrativo; aggettivo; aggettivo indefinito; pronome; avverbio,femminile,
taleggio,alta_disponibilita,,s.m.,sostantivo,maschile,
talento,alto_uso,,s.m.,sostantivo,maschile,
talmente,fondamentale,,avv.,avverbio,,
talpa,alta_disponibilita,,"s.f., agg.inv., s.m.inv.",sostantivo; aggettivo,maschile; femminile; invariabile,
talvolta,alto_uso,,avv.,avverbio,,
tamburo,alta_disponibilita,,s.m.,sostantivo,maschile,
tamponare,alta_disponibilita,,v.tr.,verbo,,v.tr.
tangente,alto_uso,,"p.pres., agg., s.f.",verbo; participio presente; aggettivo; sostantivo,femminile,p.pres.
tanto,fondamentale,,"agg.indef., pron.indef., pron.dimostr., s.m.inv., avv., cong.",aggettivo indefinito; aggettivo; pronome; sostantivo; avverbio; congiunzione,maschile; femminile; invariabile,
tappa,alto_uso,,s.f.,sostantivo,femminile,
tappare,alto_uso,,v.tr.,verbo,,v.tr.
tappetino,alta_disponibilita,,s.m.,sostantivo,maschile,
tappeto,alto_uso,,s.m.,sostantivo,maschile,
tappezzare,alta_disponibilita,,v.tr.,verbo,,v.tr.
tappo,alta_disponibilita,,s.m.,sostantivo,maschile,
tarallo,alta_disponibilita,,s.m.,sostantivo,maschile,
tarantella,alta_disponibilita,,s.f.,sostantivo,femminile,
tardi,fondamentale,,avv.,avverbio,,
tardo,fondamentale,,"agg., avv.",aggettivo; avverbio,,
targa,alto_uso,,s.f.,sostantivo,femminile,
tariffa,alto_uso,,s.f.,sostantivo,femminile,
tarlo,alta_disponibilita,,s.m.,sostantivo,maschile,
tartaruga,alta_disponibilita,,s.f.,sostantivo,femminile,
tartufo,alta_disponibilita,1,s.m.,sostantivo,maschile,
tasca,fondamentale,,s.f.,sostantivo,femminile,
tassa,fondamentale,,s.f.,sostantivo,femminile,
tassare,alta_disponibilita,,v.tr.,verbo,,v.tr.
tassello,alta_disponibilita,1,s.m.,sostantivo,maschile,
tasso,alto_uso,1,s.m.,sostantivo,maschile,
tastiera,alto_uso,,s.f.,sostantivo,femminile,
tasto,alto_uso,,s.m.,sostantivo,maschile,
tatto,alta_disponibilita,,s.m.,sostantivo,maschile,
tatuaggio,alto_uso,,s.m.,sostantivo,maschile,
taverna,alta_disponibilita,,s.f.,sostantivo,femminile,
tavola,fondamentale,,s.f.,sostantivo,femminile,
tavoletta,alta_disponibilita,1,s.f.,sostantivo,femminile,
tavolino,alto_uso,,s.m.,sostantivo,maschile,
tavolo,fondamentale,,s.m.,sostantivo,maschile,
taxi,alto_uso,,s.m.inv.,sostantivo,maschile; invariabile,
tazza,alto_uso,,s.f.,sostantivo,femminile,
tè,alto_uso,,s.m.inv.,sostantivo,maschile; invariabile,
te,fondamentale,1,pron.pers. di seconda pers.sing.,pronome; sostantivo,singolare,
team,alto_uso,,s.m.inv.,sostantivo,maschile; invariabile,
teatrale,alto_uso,,agg.,aggettivo,,
teatro,fondamentale,,s.m.,sostantivo,maschile,
tecnica,fondamentale,1,s.f.,sostantivo,femminile,
tecnicamente,alto_uso,,avv.,avverbio,,
tecnico,fondamentale,,"agg., s.m.",aggettivo; sostantivo,maschile,
tecnologia,fondamentale,,s.f.,sostantivo,femminile,
tecnologico,alto_uso,,agg.,aggettivo,,
tedesco,fondamentale,,"agg., s.m.",aggettivo; sostantivo,maschile,
tegame,alta_disponibilita,,s.m.,sostantivo,maschile,
teglia,alta_disponibilita,,s.f.,sostantivo,femminile,
tegola,alta_disponibilita,,s.f.,sostantivo,femminile,
tela,alto_uso,1,s.f.,sostantivo,femminile,
telaio,alta_disponibilita,,s.m.,sostantivo,maschile,
telecamera,alto_uso,,s.f.,sostantivo,femminile,
telecomandato,alta_disponibilita,,"p.pass., agg.",verbo; participio passato; aggettivo,,p.pass.
telecronaca,alta_disponibilita,,s.f.,sostantivo,femminile,
telecronista,alta_disponibilita,,s.m. e f.,sostantivo,maschile e femminile,
telefilm,alto_uso,,s.m.inv.,sostantivo,maschile; invariabile,
telefonare,fondamentale,,v.intr. e tr.,verbo,,v.intr. e tr.
telefonata,alto_uso,,s.f.,sostantivo,femminile,
telefonico,fondamentale,,agg.,aggettivo,,
telefonino,alto_uso,,s.m.,sostantivo,maschile,
telefono,fondamentale,,s.m.,sostantivo,maschile,
telegiornale,alto_uso,,s.m.,sostantivo,maschile,
telegrafico,alta_disponibilita,,agg.,aggettivo,,
telegrafo,alta_disponibilita,,s.m.,sostantivo,maschile,
telegramma,alta_disponibilita,,s.m.,sostantivo,maschile,
telescopio,alto_uso,,s.m.,sostantivo,maschile,
televisione,fondamentale,,s.f.,sostantivo,femminile,
televisivo,fondamentale,,agg.,aggettivo,,
televisore,alto_uso,,s.m.,sostantivo,maschile,
tema,fondamentale,1,s.m.,sostantivo,maschile,
temere,fondamentale,,v.tr. e intr.,verbo,,v.tr. e intr.
temperatura,fondamentale,,s.f.,sostantivo,femminile,
tempesta,alto_uso,,s.f.,sostantivo,femminile,
tempio,alto_uso,,s.m.,sostantivo,maschile,
tempo,fondamentale,,s.m.,sostantivo,maschile,
temporale,alto_uso,1,s.m.,sostantivo,maschile,
temporaneo,alto_uso,,agg.,aggettivo,,
tenaglia,alta_disponibilita,,s.f.,sostantivo,femminile,
tenda,fondamentale,1,s.f.,sostantivo,femminile,
tendenza,fondamentale,,s.f.,sostantivo,femminile,
tendere,fondamentale,,v.tr. e intr.,verbo,,v.tr. e intr.
tenebra,alta_disponibilita,,s.f.,sostantivo,femminile,
tenente,alto_uso,1,s.m.,sostantivo,maschile,
tenere,fondamentale,,v.tr. e intr.,verbo,,v.tr. e intr.
tenerezza,alto_uso,,s.f.,sostantivo,femminile,
tenero,alto_uso,,"agg., s.m.",aggettivo; sostantivo,maschile,
tennis,alto_uso,,s.m.inv.,sostantivo,maschile; invariabile,
tensione,fondamentale,,s.f.,sostantivo,femminile,
tentare,fondamentale,,v.tr.,verbo,,v.tr.
tentativo,alto_uso,,s.m.,sostantivo,maschile,
tentazione,alto_uso,,s.f.,sostantivo,femminile,
tenuta,alto_uso,1,s.f.,sostantivo,femminile,
teologia,alto_uso,,s.f.,sostantivo,femminile,
teologo,alto_uso,,s.m.,sostantivo,maschile,
teoria,fondamentale,,s.f.,sostantivo,femminile,
teorico,alto_uso,1,"agg., s.m.",aggettivo; sostantivo,maschile,
terapia,fondamentale,,s.f.,sostantivo,femminile,
tergicristallo,alta_disponibilita,,s.m.,sostantivo,maschile,
terminale,alto_uso,,"agg., s.m.",aggettivo; sostantivo,maschile,
terminare,fondamentale,,v.tr. e intr.,verbo,,v.tr. e intr.
termine,fondamentale,,s.m.,sostantivo,maschile,
termosifone,alta_disponibilita,,s.m.,sostantivo,maschile,
terra,fondamentale,,s.f.,sostantivo,femminile,
terrazzo,alto_uso,,s.m.,sostantivo,maschile,
terremoto,alto_uso,,s.m.,sostantivo,maschile,
terreno,fondamentale,1,s.m.,sostantivo,maschile,
terrestre,alto_uso,,"agg., s.m. e f.",aggettivo; sostantivo,maschile e femminile,
terribile,fondamentale,,agg.,aggettivo,,
terriccio,alta_disponibilita,,s.m.,sostantivo,maschile,
territoriale,alto_uso,,"agg., s.m.",aggettivo; sostantivo,maschile,
territorio,fondamentale,,s.m.,sostantivo,maschile,
terrore,alto_uso,,s.m.,sostantivo,maschile,
terrorismo,alto_uso,,s.m.,sostantivo,maschile,
terrorista,alto_uso,,"agg., s.m. e f.",aggettivo; sostantivo,maschile e femminile,
terrorizzare,alto_uso,,v.tr.,verbo,,v.tr.
terzo,fondamentale,,"agg.num.ord., s.m.",aggettivo numerale ordinale; aggettivo; sostantivo,maschile,
teschio,alto_uso,,s.m.,sostantivo,maschile,
tesi,fondamentale,1,s.f.inv.,sostantivo,femminile; invariabile,
teso,alto_uso,,"p.pass., agg.",verbo; participio passato; aggettivo,,p.pass.
tesoro,fondamentale,,s.m.,sostantivo,maschile,
tessera,alto_uso,,s.f.,sostantivo,femminile,
tessile,alta_disponibilita,,"agg., s.m. e f.",aggettivo; sostantivo,maschile e femminile,
tessuto,alto_uso,,"p.pass., agg., s.m.",verbo; participio passato; aggettivo; sostantivo,maschile,p.pass.
test,fondamentale,,s.m.inv.,sostantivo,maschile; invariabile,
testa,fondamentale,1,s.f.,sostantivo,femminile,
testamento,alto_uso,,s.m.,sostantivo,maschile,
testare,alto_uso,2,v.tr.,verbo,,v.tr.
testimone,alto_uso,,"s.m. e f., s.m.",sostantivo,maschile e femminile; maschile,
testimonianza,alto_uso,,s.f.,sostantivo,femminile,
testimoniare,alto_uso,,v.tr. e intr.,verbo,,v.tr. e intr.
testo,fondamentale,1,s.m.,sostantivo,maschile,
tetta,alto_uso,,s.f.,sostantivo,femminile,
tetto,fondamentale,,s.m.,sostantivo,maschile,
tettoia,alta_disponibilita,,"s.f., TG sigla",sostantivo; TG sigla,femminile,
thermos,alta_disponibilita,,s.m.inv.,sostantivo,maschile; invariabile,
