parola,categoria,prefisso_numerico,info_grammaticale
spettatore,alto_uso,,s.m.
spettinare,alta_disponibilita,,v.tr.
spettro,alto_uso,,s.m.
spezia,alta_disponibilita,,s.f.
spezzare,alto_uso,,v.tr.
spia,alto_uso,,s.f.
spiacere,alto_uso,1,v.intr.
spiaggia,fondamentale,,s.f.
spianare,alta_disponibilita,,v.tr. e intr.
spiare,alto_uso,,v.tr.
spiazzo,alta_disponibilita,,s.m.
spiccare,alto_uso,,v.tr. e intr.
spicciolo,alta_disponibilita,,"agg., s.m."
spiedino,alta_disponibilita,,s.m.
spiedo,alta_disponibilita,,s.m.
spiegare,fondamentale,,v.tr.
spiegazione,fondamentale,,s.f.
spietato,alto_uso,,agg.
spiga,alta_disponibilita,,s.f.
spigolo,alta_disponibilita,,s.m.
spillo,alta_disponibilita,1,s.m.
spina,alto_uso,,s.f.
spinacio,alta_disponibilita,,s.m.
spingere,fondamentale,,v.tr. e intr.
spinta,alto_uso,,s.f.
spionaggio,alta_disponibilita,,s.m.
spirito,fondamentale,,s.m.
spiritoso,alta_disponibilita,,agg.
spirituale,alto_uso,,"agg., s.m."
splendente,alta_disponibilita,,"p.pres., agg."
splendere,alto_uso,,v.intr.
splendido,alto_uso,,agg.
splendore,alto_uso,,s.m.
spogliare,alto_uso,,v.tr.
spogliatoio,alta_disponibilita,,s.m.
spoglio,alta_disponibilita,1,s.m.
spolverare,alta_disponibilita,,v.tr.
sponda,alto_uso,,s.f.
spontaneo,alto_uso,,agg.
sporcare,alto_uso,,v.tr.
sporcizia,alta_disponibilita,,s.f.
sporco,fondamentale,,"agg., s.m."
sporgente,alta_disponibilita,,"p.pres., agg., s.m."
sporgere,alto_uso,,v.tr. e intr.
sport,fondamentale,,"s.m.inv., agg.inv."
sportello,alto_uso,,s.m.
sportivo,fondamentale,,"agg., s.m."
sposare,fondamentale,,v.tr. e intr.
sposato,alto_uso,,"p.pass., agg., s.m."
sposo,alto_uso,,s.m.
spostamento,alto_uso,,s.m.
spostare,fondamentale,,v.tr.
spot,alto_uso,1,s.m.inv.
spranga,alta_disponibilita,,s.f.
spray,alta_disponibilita,,"agg.inv., s.m.inv."
sprecare,alto_uso,,v.tr.
spreco,alta_disponibilita,,s.m.
spremere,alta_disponibilita,,v.tr.
spremuta,alto_uso,,s.f.
sprofondare,alto_uso,,v.intr. e tr.
sproposito,alta_disponibilita,,s.m.
spruzzare,alta_disponibilita,,v.tr.
spuma,alta_disponibilita,,s.f.
spumante,alta_disponibilita,,"p.pres., agg., s.m."
spuntare,alto_uso,1,v.tr. e intr.
spuntino,alta_disponibilita,,s.m.
spunto,alto_uso,1,s.m.
sputare,alto_uso,,v.intr. e tr.
sputo,alta_disponibilita,,s.m.
squadra,fondamentale,1,s.f.
squallido,alta_disponibilita,,agg.
squalo,alta_disponibilita,,s.m.
squarcio,alta_disponibilita,,s.m.
squillare,alto_uso,,v.intr. e tr.
squisito,alta_disponibilita,,agg.
stabile,alto_uso,,"agg., s.m., s.f."
stabilire,fondamentale,,v.tr.
stabilità,alto_uso,,s.f.inv.
staccare,fondamentale,,v.tr. e intr.
stacco,alta_disponibilita,1,s.m.
stadio,alto_uso,,s.m.
staffa,alta_disponibilita,,s.f.
stagione,fondamentale,,s.f.
stagno,alta_disponibilita,1,s.m.
stalla,alto_uso,,s.f.
stallone,alta_disponibilita,,s.m.
stamattina,alto_uso,,avv.
stampa,fondamentale,,s.f.
stampare,alto_uso,,v.tr.
stampatello,alta_disponibilita,,s.m.
stampato,alto_uso,,"p.pass., agg., s.m."
stampella,alta_disponibilita,,s.f.
stampo,alta_disponibilita,,s.m.
stancare,alto_uso,,"v.tr., v.intr."
stanchezza,alto_uso,,s.f.
stanco,fondamentale,,agg.
standard,alto_uso,,"s.m.inv., agg.inv."
stanga,alta_disponibilita,,s.f.
stanotte,alto_uso,,avv.
stanza,fondamentale,1,s.f.
star,alto_uso,,s.f.inv.
stare,fondamentale,,v.intr.
stasera,fondamentale,,avv.
statale,alto_uso,,"agg., s.m. e f."
statistica,alto_uso,1,s.f.
statistico,alto_uso,,"agg., s.m."
stato,fondamentale,1,s.m.
stato,fondamentale,2,s.m.
statua,alto_uso,,s.f.
statunitense,alto_uso,,"agg., s.m. e f."
status,alto_uso,1,"s.m.inv., lat."
stavolta,alto_uso,,avv.
stazione,fondamentale,,s.f.
stella,fondamentale,1,s.f.
stellare,alto_uso,1,agg.
stendere,alto_uso,1,v.tr.
stendibiancheria,alta_disponibilita,,s.m.inv.
stereo,alta_disponibilita,1,"agg.inv., s.m.inv."
sterlina,alto_uso,,s.f.
sterzare,alta_disponibilita,1,v.intr.
sterzo,alta_disponibilita,1,s.m.
stesso,fondamentale,,"agg.dimostr., pron.dimostr.m."
stile,fondamentale,,s.m.
stima,alto_uso,,s.f.
stimare,alto_uso,,v.tr.
stimolare,alto_uso,,v.tr.
stimolo,alto_uso,,s.m.
stinco,alta_disponibilita,,s.m.
stipendiare,alta_disponibilita,,v.tr.
stipendio,fondamentale,,s.m.
stirare,alto_uso,,v.tr.
stivaletto,alta_disponibilita,,s.m.
stoffa,alto_uso,,s.f.
stomaco,alto_uso,,s.m.
stonare,alta_disponibilita,1,v.tr. e intr.
stop,alta_disponibilita,1,"loc. di comando, s.m.inv."
stoppa,alta_disponibilita,,s.f.
storcere,alta_disponibilita,,v.tr.
storia,fondamentale,,s.f.
storico,fondamentale,,"agg., s.m."
stornello,alta_disponibilita,1,s.m.
storta,alta_disponibilita,,s.f.
storto,alto_uso,,"p.pass., agg., avv., s.m."
stoviglia,alta_disponibilita,,s.f.
stracchino,alta_disponibilita,,s.m.
straccio,alto_uso,1,s.m.
strada,fondamentale,,s.f.
stradale,alto_uso,,"agg., s.m. e f."
strage,alto_uso,,s.f.
strangolare,alta_disponibilita,,v.tr.
straniero,fondamentale,,"agg., s.m."
strano,fondamentale,,agg.
straordinario,fondamentale,,"agg., s.m."
strappare,alto_uso,,"v.tr., v.intr."
strategia,fondamentale,,s.f.
strategico,alto_uso,,agg.
strato,alto_uso,,s.m.
strega,fondamentale,,s.f.
stregare,alto_uso,,v.tr.
stregone,alto_uso,,s.m.
stress,alto_uso,,s.m.inv.
stretta,alto_uso,,s.f.
strettamente,alto_uso,,avv.
stretto,fondamentale,,"p.pass., agg., s.m."
strillare,alto_uso,,v.intr. e tr.
strillo,alta_disponibilita,,s.m.
stringa,alta_disponibilita,,s.f.
stringere,fondamentale,,v.tr. e intr.
striscia,alto_uso,,s.f.
strisciare,alto_uso,,v.intr. e tr.
strofinaccio,alta_disponibilita,,s.m.
stronzata,alto_uso,,s.f.
stronzo,fondamentale,,"s.m., agg."
strumento,fondamentale,,s.m.
strutto,alta_disponibilita,,"p.pass., agg., s.m."
struttura,fondamentale,,s.f.
strutturale,alto_uso,,agg.
struzzo,alta_disponibilita,,s.m.
studente,fondamentale,,s.m.
studiare,fondamentale,,v.tr.
studio,fondamentale,,s.m.
studioso,alto_uso,,"agg., s.m."
stufa,alta_disponibilita,,s.f.
stuoia,alta_disponibilita,,s.f.
stupefacente,alto_uso,,"p.pres., agg., s.m."
stupendo,alto_uso,,agg.
stupido,fondamentale,,"agg., s.m."
stupire,alto_uso,,v.tr. e intr.
stupito,alto_uso,,"p.pass., agg."
stupore,alto_uso,,s.m.
stuzzicadenti,alta_disponibilita,,s.m.inv.
stuzzicare,alta_disponibilita,,v.tr.
style,alto_uso,,s.m.
su,fondamentale,,"prep., avv., inter., s.m.inv."
subire,fondamentale,,v.tr.
subito,fondamentale,1,avv.
succedere,fondamentale,,v.intr.
successione,alto_uso,,s.f.
successivamente,alto_uso,,avv.
successivo,fondamentale,,agg.
successo,fondamentale,1,s.m.
succhiare,alto_uso,,v.tr.
succo,alto_uso,,s.m.
sud,fondamentale,,"s.m.inv., agg.inv."
sudamericano,alta_disponibilita,,"agg., s.m."
sudare,alto_uso,,v.intr. e tr.
sudato,alta_disponibilita,,"p.pass., agg."
suddito,alto_uso,,"s.m., agg."
suddividere,alto_uso,,v.tr.
sudicio,alta_disponibilita,,"agg., s.m."
sudore,alto_uso,,s.m.
sudtirolese,alta_disponibilita,,"agg., s.m. e f."
sufficiente,fondamentale,,agg.
suggerimento,alto_uso,,s.m.
suggerire,fondamentale,,v.tr.
suggestivo,alto_uso,,agg.
sughero,alta_disponibilita,,s.m.
sugo,alto_uso,,s.m.
suicidio,alto_uso,,s.m.
suino,alta_disponibilita,,"s.m., agg."
suo,fondamentale,,"agg.poss. di terza pers.sing., pron.poss. di terza pers.sing."
suocera,alta_disponibilita,,s.f.
suocero,alta_disponibilita,,s.m.
suola,alta_disponibilita,,s.f.
suolo,alto_uso,,s.m.
suonare,fondamentale,,v.tr. e intr.
suono,fondamentale,,s.m.
suora,fondamentale,,s.f.
super,alto_uso,1,"agg.inv., s.m. e f.inv."
superare,fondamentale,,v.tr.
superbia,alta_disponibilita,,s.f.
superficiale,alto_uso,,agg.
superficie,fondamentale,,s.f.
superiore,fondamentale,,"agg., s.m."
supermercato,alto_uso,,s.m.
supporre,alto_uso,,v.tr.
supportare,alto_uso,,v.tr.
supporto,alto_uso,,s.m.
supremo,alto_uso,,agg.
surgelato,alta_disponibilita,,"p.pass., agg., s.m."
suscitare,alto_uso,,v.tr. e intr.
susina,alta_disponibilita,,s.f.
susino,alta_disponibilita,,s.m.
susseguirsi,alta_disponibilita,,v.pronom.intr.
sussurrare,alto_uso,,v.tr. e intr.
svanire,alto_uso,,v.intr.
svedese,alta_disponibilita,,"agg., s.m. e f."
sveglia,alta_disponibilita,,s.f.
svegliare,fondamentale,,v.tr.
svegliarsi,alta_disponibilita,,v.pronom.intr.
sveglio,alto_uso,,"p.pass., agg."
svelare,alto_uso,,v.tr.
svelto,alta_disponibilita,1,agg.
svenire,alto_uso,,v.intr.
sventola,alta_disponibilita,,s.f.
sviluppare,fondamentale,,"v.tr., v.intr."
sviluppato,alto_uso,,"p.pass., agg."
sviluppo,fondamentale,,s.m.
svizzero,alto_uso,,"agg., s.m."
svolazzare,alta_disponibilita,,v.intr. e tr.
svolgere,fondamentale,,v.tr.
svolgimento,alta_disponibilita,,s.m.
svolta,alto_uso,,s.f.
svuotare,alto_uso,,v.tr.
tabaccaio,alta_disponibilita,,s.m.
tabella,alto_uso,,s.f.
tacca,alta_disponibilita,,s.f.
tacchino,alta_disponibilita,,s.m.
tacco,alto_uso,,s.m.
tacere,fondamentale,,"v.intr. e tr., s.m."
tag,alto_uso,1,"s.m.inv., s.f.inv."
taglia,alto_uso,1,s.f.
tagliare,fondamentale,,v.tr. e intr.
tagliatella,alta_disponibilita,,s.f.
tagliato,alto_uso,,"p.pass., agg."
tagliere,alta_disponibilita,,s.m.
taglio,fondamentale,,s.m.
tagliola,alta_disponibilita,1,s.f.
talco,alta_disponibilita,,s.m.
tale,fondamentale,,"agg.dimostr., agg.indef., pron.dimostr., pron.indef., avv."
taleggio,alta_disponibilita,,s.m.
talento,alto_uso,,s.m.
talmente,fondamentale,,avv.
talpa,alta_disponibilita,,"s.f., agg.inv., s.m.inv."
talvolta,alto_uso,,avv.
tamburo,alta_disponibilita,,s.m.
tamponare,alta_disponibilita,,v.tr.
tangente,alto_uso,,"p.pres., agg., s.f."
tanto,fondamentale,,"agg.indef., pron.indef., pron.dimostr., s.m.inv., avv., cong."
tappa,alto_uso,,s.f.
tappare,alto_uso,,v.tr.
tappetino,alta_disponibilita,,s.m.
tappeto,alto_uso,,s.m.
tappezzare,alta_disponibilita,,v.tr.
tappo,alta_disponibilita,,s.m.
tarallo,alta_disponibilita,,s.m.
tarantella,alta_disponibilita,,s.f.
tardi,fondamentale,,avv.
tardo,fondamentale,,"agg., avv."
targa,alto_uso,,s.f.
tariffa,alto_uso,,s.f.
tarlo,alta_disponibilita,,s.m.
tartaruga,alta_disponibilita,,s.f.
tartufo,alta_disponibilita,1,s.m.
tasca,fondamentale,,s.f.
tassa,fondamentale,,s.f.
tassare,alta_disponibilita,,v.tr.
tassello,alta_disponibilita,1,s.m.
tasso,alto_uso,1,s.m.
tastiera,alto_uso,,s.f.
tasto,alto_uso,,s.m.
tatto,alta_disponibilita,,s.m.
tatuaggio,alto_uso,,s.m.
taverna,alta_disponibilita,,s.f.
tavola,fondamentale,,s.f.
tavoletta,alta_disponibilita,1,s.f.
tavolino,alto_uso,,s.m.
tavolo,fondamentale,,s.m.
taxi,alto_uso,,s.m.inv.
tazza,alto_uso,,s.f.
tè,alto_uso,,s.m.inv.
te,fondamentale,1,pron.pers. di seconda pers.sing.
team,alto_uso,,s.m.inv.
teatrale,alto_uso,,agg.
teatro,fondamentale,,s.m.
tecnica,fondamentale,1,s.f.
tecnicamente,alto_uso,,avv.
tecnico,fondamentale,,"agg., s.m."
tecnologia,fondamentale,,s.f.
tecnologico,alto_uso,,agg.
tedesco,fondamentale,,"agg., s.m."
tegame,alta_disponibilita,,s.m.
teglia,alta_disponibilita,,s.f.
tegola,alta_disponibilita,,s.f.
tela,alto_uso,1,s.f.
telaio,alta_disponibilita,,s.m.
telecamera,alto_uso,,s.f.
telecomandato,alta_disponibilita,,"p.pass., agg."
telecronaca,alta_disponibilita,,s.f.
telecronista,alta_disponibilita,,s.m. e f.
telefilm,alto_uso,,s.m.inv.
telefonare,fondamentale,,v.intr. e tr.
telefonata,alto_uso,,s.f.
telefonico,fondamentale,,agg.
telefonino,alto_uso,,s.m.
telefono,fondamentale,,s.m.
telegiornale,alto_uso,,s.m.
telegrafico,alta_disponibilita,,agg.
telegrafo,alta_disponibilita,,s.m.
telegramma,alta_disponibilita,,s.m.
telescopio,alto_uso,,s.m.
televisione,fondamentale,,s.f.
televisivo,fondamentale,,agg.
televisore,alto_uso,,s.m.
tema,fondamentale,1,s.m.
temere,fondamentale,,v.tr. e intr.
temperatura,fondamentale,,s.f.
tempesta,alto_uso,,s.f.
tempio,alto_uso,,s.m.
tempo,fondamentale,,s.m.
temporale,alto_uso,1,s.m.
temporaneo,alto_uso,,agg.
tenaglia,alta_disponibilita,,s.f.
tenda,fondamentale,1,s.f.
tendenza,fondamentale,,s.f.
tendere,fondamentale,,v.tr. e intr.
tenebra,alta_disponibilita,,s.f.
tenente,alto_uso,1,s.m.
tenere,fondamentale,,v.tr. e intr.
tenerezza,alto_uso,,s.f.
tenero,alto_uso,,"agg., s.m."
tennis,alto_uso,,s.m.inv.
tensione,fondamentale,,s.f.
tentare,fondamentale,,v.tr.
tentativo,alto_uso,,s.m.
tentazione,alto_uso,,s.f.
tenuta,alto_uso,1,s.f.
teologia,alto_uso,,s.f.
teologo,alto_uso,,s.m.
teoria,fondamentale,,s.f.
teorico,alto_uso,1,"agg., s.m."
terapia,fondamentale,,s.f.
tergicristallo,alta_disponibilita,,s.m.
terminale,alto_uso,,"agg., s.m."
terminare,fondamentale,,v.tr. e intr.
termine,fondamentale,,s.m.
termosifone,alta_disponibilita,,s.m.
terra,fondamentale,,s.f.
terrazzo,alto_uso,,s.m.
terremoto,alto_uso,,s.m.
terreno,fondamentale,1,s.m.
terrestre,alto_uso,,"agg., s.m. e f."
terribile,fondamentale,,agg.
terriccio,alta_disponibilita,,s.m.
territoriale,alto_uso,,"agg., s.m."
territorio,fondamentale,,s.m.
terrore,alto_uso,,s.m.
terrorismo,alto_uso,,s.m.
terrorista,alto_uso,,"agg., s.m. e f."
terrorizzare,alto_uso,,v.tr.
terzo,fondamentale,,"agg.num.ord., s.m."
teschio,alto_uso,,s.m.
tesi,fondamentale,1,s.f.inv.
teso,alto_uso,,"p.pass., agg."
tesoro,fondamentale,,s.m.
tessera,alto_uso,,s.f.
tessile,alta_disponibilita,,"agg., s.m. e f."
tessuto,alto_uso,,"p.pass., agg., s.m."
test,fondamentale,,s.m.inv.
testa,fondamentale,1,s.f.
testamento,alto_uso,,s.m.
testare,alto_uso,2,v.tr.
testimone,alto_uso,,"s.m. e f., s.m."
testimonianza,alto_uso,,s.f.
testimoniare,alto_uso,,v.tr. e intr.
testo,fondamentale,1,s.m.
tetta,alto_uso,,s.f.
tetto,fondamentale,,s.m.
tettoia,alta_disponibilita,,"s.f., TG sigla"
thermos,alta_disponibilita,,s.m.inv.
ti,fondamentale,2,s.f. e m.inv.
ti,fondamentale,1,pron.pers. di seconda pers.sing.
tic,alta_disponibilita,2,s.m.inv.
ticchettio,alta_disponibilita,,s.m.
tifare,alto_uso,,v.intr.
tifo,alta_disponibilita,,s.m.
tifoso,alto_uso,,"agg., s.m."
tigre,alto_uso,,s.f.
timbro,alta_disponibilita,,s.m.
timidezza,alta_disponibilita,,s.f.
timido,alto_uso,,"agg., s.m."
timone,alta_disponibilita,,s.m.
timoniere,alta_disponibilita,,s.m.
timore,alto_uso,,s.m.
tinello,alta_disponibilita,,s.m.
tino,alta_disponibilita,1,s.m.
tipico,fondamentale,1,agg.
tipo,fondamentale,,s.m.
tipologia,alto_uso,,s.f.
tiramisù,alta_disponibilita,,s.m.inv.
tiranno,alta_disponibilita,,"s.m., agg."
tirare,fondamentale,,v.tr. e intr.
tiro,alto_uso,1,s.m.
tirocinio,alto_uso,,s.m.
tirrenico,alta_disponibilita,,agg.
tisana,alta_disponibilita,,s.f.
titolare,alto_uso,1,"agg., s.m. e f."
titolo,fondamentale,,s.m.
tivù,fondamentale,,s.f.inv.
tizio,alto_uso,1,s.m.
toast,alta_disponibilita,,s.m.inv.
toccare,fondamentale,,v.tr. e intr.
tocco,alto_uso,1,s.m.
togliere,fondamentale,,v.tr.
toilette,alta_disponibilita,,s.f.inv.
toletta,alta_disponibilita,,s.f.
tolleranza,alto_uso,,s.f.
tollerare,alto_uso,,v.tr.
tomba,alto_uso,,s.f.
tombola,alta_disponibilita,1,s.f.
tonaca,alta_disponibilita,,s.f.
tondo,fondamentale,,"agg., s.m."
tonnellata,alto_uso,,s.f.
tonno,alta_disponibilita,,s.m.
tono,fondamentale,1,s.m.
tonsilla,alta_disponibilita,,s.f.
top,alto_uso,1,s.m.inv.
topo,alto_uso,,"s.m., s.m.inv., agg.inv."
toppa,alta_disponibilita,,s.f.
torbido,alta_disponibilita,,"agg., s.m."
torcere,alto_uso,1,v.tr. e intr.
torcia,alta_disponibilita,,s.f.
torcicollo,alta_disponibilita,,s.m.
tordo,alta_disponibilita,,s.m.
torero,alta_disponibilita,,s.m.
torinese,alta_disponibilita,,"agg., s.m. e f."
tormentare,alto_uso,,v.tr.
tornaconto,alta_disponibilita,,s.m.
tornare,fondamentale,,v.intr. e tr.
torneo,alto_uso,,s.m.
tornio,alta_disponibilita,,s.m.
toro,alto_uso,1,"s.m., s.m.inv."
torre,alto_uso,1,s.f.
torrone,alta_disponibilita,,s.m.
torta,alto_uso,1,s.f.
tortellino,alta_disponibilita,,s.m.
torto,alto_uso,1,s.m.
tortora,alta_disponibilita,,"s.f., agg. inv., s.m.inv."
tosare,alta_disponibilita,,v.tr.
toscano,alto_uso,,"agg., s.m."
tosse,alto_uso,,s.f.
tossico,alto_uso,1,"agg., s.m."
tossire,alta_disponibilita,,v.intr.
tostapane,alta_disponibilita,,s.m.inv.
totale,fondamentale,,"agg., s.m."
totalmente,alto_uso,,avv.
tour,alto_uso,,s.m.inv.
tovaglia,alto_uso,,s.f.
tovaglietta,alta_disponibilita,,s.f.
tovagliolo,alta_disponibilita,,s.m.
tra,fondamentale,,prep.
traballare,alta_disponibilita,,v.intr.
traboccare,alta_disponibilita,1,"v.intr., v.tr."
trabocchetto,alta_disponibilita,,s.m.
traccia,fondamentale,,s.f.
tracciare,alto_uso,,v.tr.
tradimento,alto_uso,,s.m.
tradire,alto_uso,,v.tr.
tradizionale,fondamentale,,agg.
tradizione,fondamentale,,s.f.
tradurre,fondamentale,,v.tr.
traduzione,fondamentale,,s.f.
traffico,fondamentale,,s.m.
trafila,alta_disponibilita,,s.f.
traforo,alta_disponibilita,,s.m.
tragedia,alto_uso,,s.f.
traghetto,alta_disponibilita,,s.m.
tragico,alto_uso,,"agg., s.m."
trainare,alta_disponibilita,,v.tr.
trama,alto_uso,,s.f.
tramezzino,alta_disponibilita,,s.m.
tramite,fondamentale,1,"s.m., prep."
tramontare,alta_disponibilita,,v.intr.
tramonto,alto_uso,1,s.m.
trampolino,alta_disponibilita,,s.m.
trancio,alta_disponibilita,,s.m.
tranne,fondamentale,,prep.
tranquillamente,alto_uso,,avv.
tranquillità,alto_uso,,s.f.inv.
tranquillizzare,alta_disponibilita,,v.tr.
tranquillo,fondamentale,,"agg., avv., s.m.inv."
transito,alta_disponibilita,,s.m.
trapano,alta_disponibilita,,s.m.
trapezio,alta_disponibilita,,"s.m., agg."
trapianto,alta_disponibilita,,s.m.
trappola,alto_uso,,s.f.
trapunta,alta_disponibilita,,s.f.
trarre,fondamentale,,v.tr. e intr.
trascinare,fondamentale,,v.tr.
trascorrere,fondamentale,,v.tr. e intr.
trascrizione,alto_uso,,s.f.
trascurare,alto_uso,,v.tr.
trasferimento,alto_uso,,s.m.
trasferire,fondamentale,,v.tr.
trasformare,fondamentale,,v.tr.
trasformazione,alto_uso,,s.f.
trasfusione,alta_disponibilita,,s.f.
traslocare,alta_disponibilita,,"v.tr., v.intr."
trasloco,alta_disponibilita,,s.m.
trasmettere,fondamentale,,v.tr.
trasmissione,fondamentale,,s.f.
trasparente,alto_uso,,"agg., s.m."
trasparenza,alto_uso,,s.f.
trasportare,alto_uso,,v.tr.
trasporto,fondamentale,,s.m.
trattamento,fondamentale,,s.m.
trattare,fondamentale,,v.tr. e intr.
trattativa,alto_uso,,s.f.
trattato,alto_uso,1,s.m.
trattenere,fondamentale,,v.tr.
trattenuta,alta_disponibilita,,s.f.
tratto,fondamentale,1,s.m.
trattore,alta_disponibilita,1,s.m.
trauma,alto_uso,,s.m.
travasare,alta_disponibilita,,"v.tr., v.intr."
travestire,alta_disponibilita,,v.tr.
travolgere,alto_uso,,v.tr.
tre,fondamentale,,"agg.num.card.inv., s.m.inv., s.f.pl."
trebbiare,alta_disponibilita,,v.tr.
trecento,alto_uso,,"agg.num.card.inv., s.m.inv."
tredici,alto_uso,,"agg.num.card.inv., s.m.inv., s.f.pl."
tremare,alto_uso,,v.intr.
tremendo,alto_uso,,agg.
trend,alto_uso,,s.m.inv.
treno,fondamentale,1,s.m.
trenta,fondamentale,,"agg.num.card.inv., s.m.inv."
trentino,alta_disponibilita,1,"agg., s.m."
triangolo,alto_uso,,s.m.
tribù,alta_disponibilita,,s.f.inv.
tribunale,fondamentale,,s.m.
triestino,alta_disponibilita,,"agg., s.m."
trifoglio,alta_disponibilita,,s.m.
trina,alta_disponibilita,,s.f.
trincea,alta_disponibilita,,s.f.
trionfo,alto_uso,,s.m.
triste,fondamentale,,agg.
tristezza,alto_uso,,s.f.
tritare,alta_disponibilita,,v.tr.
trofeo,alta_disponibilita,,s.m.
tronco,alto_uso,1,s.m.
trono,alto_uso,1,s.m.
troppo,alto_uso,,"agg.indef., pron.indef., avv., s.m."
trota,alta_disponibilita,,s.f.
trottare,alta_disponibilita,,v.intr.
trottola,alta_disponibilita,,s.f.
trovare,fondamentale,1,v.tr.
truccare,alta_disponibilita,1,v.tr.
trucco,alto_uso,1,s.m.
trucco,alto_uso,2,s.m.
truffa,alto_uso,,s.f.
truffare,alta_disponibilita,,v.tr.
truppa,alto_uso,,s.f.
t-shirt,alta_disponibilita,,s.f.inv.
tu,fondamentale,,"pron.pers. di seconda pers.sing., s.m.inv."
tubo,alto_uso,,s.m.
tuffare,alto_uso,,v.tr.
tuffo,alta_disponibilita,1,s.m.
tulipano,alta_disponibilita,,s.m.
tumore,alto_uso,,s.m.
tunica,alta_disponibilita,,s.f.
tunisino,alta_disponibilita,,"agg., s.m."
tunnel,alta_disponibilita,,s.m.inv.
tuo,fondamentale,,"agg.poss. di seconda pers.sing., pron. poss. di seconda pers.sing."
tuono,alta_disponibilita,1,s.m.
turbare,alto_uso,,v.tr.
turco,alto_uso,,"agg., s.m."
turismo,alto_uso,,s.m.
turista,alto_uso,,s.m. e f.
turistico,alto_uso,,agg.
turno,fondamentale,,s.m.
tuta,alto_uso,,s.f.
tutela,alto_uso,,s.f.
tutelare,alto_uso,2,v.tr.
tutore,alta_disponibilita,,s.m.
tuttavia,fondamentale,,"cong., avv."
tutto,fondamentale,,"agg.indef., pron.indef., s.m."
tuttora,alto_uso,,avv. 1u s.f. e m.inv.
ubriaco,alto_uso,,"agg., s.m."
uccello,fondamentale,,s.m.
uccidere,fondamentale,,v.tr.
ucraino,alta_disponibilita,,"agg., s.m."
udienza,alto_uso,,s.f.
udinese,alta_disponibilita,,"agg., s.m. e f."
udire,alto_uso,,"v.tr. e intr., s.m."
ufficiale,fondamentale,1,s.m.
ufficiale,fondamentale,2,agg.
ufficialmente,alto_uso,,avv.
ufficio,fondamentale,,s.m.
uguale,fondamentale,,"agg., avv., s.m. e f., s.m.inv."
ugualmente,alto_uso,,avv.
ulcera,alta_disponibilita,,s.f.
ulteriore,fondamentale,,agg.
ulteriormente,alto_uso,,avv.
ultimamente,alto_uso,,avv.
ultimo,fondamentale,,"agg., s.m."
ultravioletto,alta_disponibilita,,"s.m., agg."
umanità,fondamentale,,s.f.inv.
umano,fondamentale,,"agg., s.m."
umbro,alta_disponibilita,,"agg., s.m."
umido,alto_uso,,"agg., s.m."
umile,alto_uso,,"agg., s.m. e f."
umiliare,alto_uso,,v.tr.
umore,alto_uso,,s.m.
umorismo,alta_disponibilita,,s.m.
una,fondamentale,,"art.indet.f.sing., pron.indef., s.f.inv."
undici,alto_uso,,"agg.num.card.inv., s.m.inv., s.f.pl., s.m.pl."
ungherese,alta_disponibilita,,"agg., s.m. e f."
unghia,alto_uso,,s.f.
